o_zone_id,d_zone_id,volume,
35,1,15.9939,
35,2,8.6674,
35,3,13.2947,
35,4,1.0873,
35,5,7.0243,
35,6,6.4198,
35,7,5.7320,
35,8,0.4064,
35,9,10.5086,
35,10,1.1360,
35,11,10.9463,
35,12,0.7990,
35,13,4.7245,
35,14,13.4823,
35,15,5.6347,
35,16,4.2694,
35,17,3.2203,
35,18,1.2541,
35,19,2.3414,
35,20,0.8268,
35,21,3.3489,
35,22,0.4759,
35,23,1.9350,
35,24,1.2958,
35,25,1.5598,
35,26,0.7504,
35,27,1.2853,
35,28,1.7786,
35,29,0.9970,
35,30,0.6913,
35,31,3.0431,
35,32,3.0223,
35,33,1.2541,
35,34,3.6997,
35,35,0.5697,
35,36,1.6362,
35,37,2.7687,
35,38,3.1335,
35,39,0.5732,
35,40,0.4829,
35,41,11.9294,
36,1,45.9337,
36,2,24.8924,
36,3,38.1816,
36,4,3.1228,
36,5,20.1733,
36,6,18.4373,
36,7,16.4619,
36,8,1.1673,
36,9,30.1802,
36,10,3.2624,
36,11,31.4372,
36,12,2.2947,
36,13,13.5686,
36,14,38.7204,
36,15,16.1826,
36,16,12.2616,
36,17,9.2486,
36,18,3.6017,
36,19,6.7244,
36,20,2.3745,
36,21,9.6177,
36,22,1.3668,
36,23,5.5571,
36,24,3.7214,
36,25,4.4796,
36,26,2.1550,
36,27,3.6915,
36,28,5.1082,
36,29,2.8634,
36,30,1.9854,
36,31,8.7398,
36,32,8.6799,
36,33,3.6017,
36,34,10.6254,
36,35,1.6362,
36,36,4.6991,
36,37,7.9516,
36,38,8.9992,
36,39,1.6462,
36,40,1.3868,
36,41,34.2607,
37,1,77.7264,
37,2,42.1215,
37,3,64.6088,
37,4,5.2842,
37,5,34.1362,
37,6,31.1986,
37,7,27.8559,
37,8,1.9752,
37,9,51.0692,
37,10,5.5205,
37,11,53.1964,
37,12,3.8829,
37,13,22.9600,
37,14,65.5205,
37,15,27.3832,
37,16,20.7484,
37,17,15.6500,
37,18,6.0945,
37,19,11.3787,
37,20,4.0180,
37,21,16.2746,
37,22,2.3129,
37,23,9.4035,
37,24,6.2971,
37,25,7.5802,
37,26,3.6466,
37,27,6.2465,
37,28,8.6438,
37,29,4.8452,
37,30,3.3596,
37,31,14.7890,
37,32,14.6877,
37,33,6.0945,
37,34,17.9797,
37,35,2.7687,
37,36,7.9516,
37,37,13.4553,
37,38,15.2279,
37,39,2.7856,
37,40,2.3466,
37,41,57.9741,
38,1,87.9664,
38,2,47.6708,
38,3,73.1207,
38,4,5.9803,
38,5,38.6334,
38,6,35.3089,
38,7,31.5258,
38,8,2.2355,
38,9,57.7972,
38,10,6.2478,
38,11,60.2047,
38,12,4.3945,
38,13,25.9849,
38,14,74.1524,
38,15,30.9908,
38,16,23.4819,
38,17,17.7118,
38,18,6.8975,
38,19,12.8778,
38,20,4.5474,
38,21,18.4187,
38,22,2.6176,
38,23,10.6423,
38,24,7.1267,
38,25,8.5788,
38,26,4.1270,
38,27,7.0694,
38,28,9.7825,
38,29,5.4836,
38,30,3.8022,
38,31,16.7373,
38,32,16.6227,
38,33,6.8975,
38,34,20.3484,
38,35,3.1335,
38,36,8.9992,
38,37,15.2279,
38,38,17.2341,
38,39,3.1526,
38,40,2.6558,
38,41,65.6118,
39,1,16.0914,
39,2,8.7203,
39,3,13.3757,
39,4,1.0940,
39,5,7.0671,
39,6,6.4589,
39,7,5.7669,
39,8,0.4089,
39,9,10.5727,
39,10,1.1429,
39,11,11.0130,
39,12,0.8039,
39,13,4.7533,
39,14,13.5645,
39,15,5.6690,
39,16,4.2955,
39,17,3.2400,
39,18,1.2617,
39,19,2.3557,
39,20,0.8318,
39,21,3.3693,
39,22,0.4788,
39,23,1.9468,
39,24,1.3037,
39,25,1.5693,
39,26,0.7549,
39,27,1.2932,
39,28,1.7895,
39,29,1.0031,
39,30,0.6955,
39,31,3.0617,
39,32,3.0407,
39,33,1.2617,
39,34,3.7223,
39,35,0.5732,
39,36,1.6462,
39,37,2.7856,
39,38,3.1526,
39,39,0.5767,
39,40,0.4858,
39,41,12.0022,
40,1,13.5558,
40,2,7.3462,
40,3,11.2680,
40,4,0.9216,
40,5,5.9535,
40,6,5.4412,
40,7,4.8582,
40,8,0.3445,
40,9,8.9067,
40,10,0.9628,
40,11,9.2777,
40,12,0.6772,
40,13,4.0043,
40,14,11.4270,
40,15,4.7757,
40,16,3.6186,
40,17,2.7294,
40,18,1.0629,
40,19,1.9845,
40,20,0.7008,
40,21,2.8384,
40,22,0.4034,
40,23,1.6400,
40,24,1.0982,
40,25,1.3220,
40,26,0.6360,
40,27,1.0894,
40,28,1.5075,
40,29,0.8450,
40,30,0.5859,
40,31,2.5793,
40,32,2.5616,
40,33,1.0629,
40,34,3.1357,
40,35,0.4829,
40,36,1.3868,
40,37,2.3466,
40,38,2.6558,
40,39,0.4858,
40,40,0.4093,
40,41,10.1109,
41,1,338.8951,
41,2,183.6541,
41,3,281.7010,
41,4,23.0396,
41,5,148.8371,
41,6,136.0291,
41,7,121.4546,
41,8,8.6122,
41,9,222.6668,
41,10,24.0701,
41,11,231.9415,
41,12,16.9300,
41,13,100.1080,
41,14,285.6759,
41,15,119.3935,
41,16,90.4653,
41,17,68.2354,
41,18,26.5728,
41,19,49.6124,
41,20,17.5189,
41,21,70.9589,
41,22,10.0844,
41,23,41.0001,
41,24,27.4561,
41,25,33.0504,
41,26,15.8995,
41,27,27.2353,
41,28,37.6877,
41,29,21.1257,
41,30,14.6482,
41,31,64.4813,
41,32,64.0397,
41,33,26.5728,
41,34,78.3934,
41,35,12.0719,
41,36,34.6698,
41,37,58.6662,
41,38,66.3952,
41,39,12.1455,
41,40,10.2316,
41,41,252.7728,
