full_id,osm_id,osm_type,highway,name,name:en,name:zh,oneway,name:ru,name:vi,name:zh-Hans,name:zh_pinyin,lanes,int_name,surface,lit,bridge,layer,trolley_wire,ref,alt_name,alt_name:en,bicycle,junction,cycleway:right,designation,name:fr,foot,maxspeed,maxheight,horse,oneway:hour_off,oneway:hour_on,oneway:psv,alt_name:zh_pinyin,wikipedia,cycleway,maxaxleload,maxweight,name:zh-Hant,bridge:name,access,psv,roundabout,local_name,tunnel,cutting,bridge_name,int_ref,tunnel:name,motor_vehicle
w404398124,"404398124",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w404398436,"404398436",way,primary,龙塘路,,,,,,,,,,,,,,,S332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w404398440,"404398440",way,primary,龙塘路,,,,,,,,,,,,yes,"1",,S332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w404570896,"404570896",way,primary,顺密路,,,yes,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w404570897,"404570897",way,primary,顺密路,,,yes,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w405404910,"405404910",way,primary,周口店路,,,,,,,,,,,,yes,"1",,S317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w405404913,"405404913",way,primary,周口店路,,,,,,,,,,,,,,,S317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w405414063,"405414063",way,primary,黄良路,Huangliang Road,,yes,,,,,,,,,,,,S316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w405414064,"405414064",way,primary,黄良路,Huangliang Road,,yes,,,,,,,,,,,,S316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w405414065,"405414065",way,primary,黄良路,,,,,,,,,,,,,,,S316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w405424449,"405424449",way,primary,,,,yes,,,,,,,,,,,,S328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w405585809,"405585809",way,primary,德觅路,,,,,,,,,,,,,,,S22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694732,"406694732",way,primary,京平高速联络线,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694733,"406694733",way,primary,京平高速联络线,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694734,"406694734",way,primary,京平高速联络线,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694735,"406694735",way,primary,京平高速联络线,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694736,"406694736",way,primary,京平高速联络线,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694737,"406694737",way,primary,京平高速联络线,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694738,"406694738",way,primary,京平高速联络线,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694739,"406694739",way,primary,京平高速联络线,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694740,"406694740",way,primary,京平高速联络线,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694741,"406694741",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406694742,"406694742",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406788599,"406788599",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w406788600,"406788600",way,primary,,,,,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w407639137,"407639137",way,primary,怀长路,,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w408799393,"408799393",way,primary,顺密路,,,yes,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w408799394,"408799394",way,primary,顺密路,,,yes,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w408799395,"408799395",way,primary,顺密路,,,,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w408799396,"408799396",way,primary,顺密路,,,yes,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w408799397,"408799397",way,primary,顺密路,,,yes,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w409561864,"409561864",way,primary,平程路,,,,,,,,,,,,,,,S230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w409562312,"409562312",way,primary,平蓟路,,,yes,,,,,,,,,,,,S314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w416562318,"416562318",way,primary,怀长路,Huaichang Highway,,no,,,,,,,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562319,"416562319",way,primary,怀长路,,,no,,,,,,,,,yes,"1",,S308,,,,,,,,,,,,,,,,,,,,,九渡河一号桥,,,,,,,,,,
w416562323,"416562323",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562324,"416562324",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562325,"416562325",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562326,"416562326",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562328,"416562328",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562330,"416562330",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562331,"416562331",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,yes,"1",,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562332,"416562332",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,yes,"1",,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562333,"416562333",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,yes,"1",,S308,,,,,,,,,,,,,,,,,lane,,,,一渡河桥,,,,,,,,,,
w416562334,"416562334",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562335,"416562335",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562336,"416562336",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562337,"416562337",way,primary,怀长路,,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w416562338,"416562338",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562339,"416562339",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562341,"416562341",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w416562342,"416562342",way,primary,怀长路,Huaichang Highway,,,,,,,"2",,,,,"-1",,S308,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,西四渡河隧道,
w417780493,"417780493",way,primary,京昆路复线,,,,,,,,,,,,yes,"1",,S320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426301162,"426301162",way,primary,湖北西路,,,yes,,,,,"2",,,,,,,S220,南顺城街,South Shuncheng Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426301209,"426301209",way,primary,湖北西路,,,yes,,,,,"2",,,,yes,"1",,S220,南顺城街,South Shuncheng Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308294,"426308294",way,primary,,,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308295,"426308295",way,primary,京张公路,,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308296,"426308296",way,primary,京张公路,,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308299,"426308299",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308302,"426308302",way,primary,妫水南街,Guishui South Street,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308306,"426308306",way,primary,古长城西路,,,yes,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308307,"426308307",way,primary,古长城西路,,,yes,,,,,"2",,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308315,"426308315",way,primary,延康路,,,yes,,,,,,,,,,,,S220,南顺城街,South Shuncheng Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308319,"426308319",way,primary,古长城西路,,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308322,"426308322",way,primary,京张公路,,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308326,"426308326",way,primary,京张公路,,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,龙庆路,,,,,,
w426308331,"426308331",way,primary,京张公路,,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308332,"426308332",way,primary,延康路,,,yes,,,,,"2",,,,,,,S220,南顺城街,South Shuncheng Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426308339,"426308339",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426311619,"426311619",way,primary,温南路,,,yes,,,,,"2",,,,,,,S218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426311620,"426311620",way,primary,G6辅路,,,,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426311623,"426311623",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,"4.5",,,,,,,,,,,,,,,,,,,,,
w426311626,"426311626",way,primary,,,,,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426315361,"426315361",way,primary,南雁路,,,,,,,,"2",,,,,,,S219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w426315362,"426315362",way,primary,温南路,,,yes,,,,,"2",,,,,"2",,S218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w439704469,"439704469",way,primary,南雁路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w439704486,"439704486",way,primary,南雁路,,,,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w441936118,"441936118",way,primary,,,,,,,,,,,,,,,,S312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w441936119,"441936119",way,primary,,,,,,,,,,,,,yes,"1",,S312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w441936120,"441936120",way,primary,,,,,,,,,,,,,yes,"1",,S312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w441936121,"441936121",way,primary,,,,,,,,,,,,,,,,S312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w441936122,"441936122",way,primary,,,,,,,,,,,,,,,,S312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w441936123,"441936123",way,primary,,,,,,,,,,,,,,,,S312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w442006302,"442006302",way,primary,,,,,,,,,,,,,,,,S312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w442781361,"442781361",way,primary,白马路,,,yes,,,,,,,,,,,,S335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w442781367,"442781367",way,primary,白马路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w442781372,"442781372",way,primary,白马路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w442781376,"442781376",way,primary,白马路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w442786629,"442786629",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w442786630,"442786630",way,primary,平程路,Pingcheng Road,,,,,,,,,,,,,,S230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w442786631,"442786631",way,primary,谷丰路,Gufeng Road,,yes,,,,,,,,,,,,S230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w445442669,"445442669",way,primary,龙塘路,,,yes,,,,,,,,,,,,S332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w445442674,"445442674",way,primary,龙塘路,,,,,,,,,,,,,,,S332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w445474393,"445474393",way,primary,,,,yes,,,,,,,,,,,,S225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w447837331,"447837331",way,primary,,,,,,,,,,,,,,"-1",,S311,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
w447837332,"447837332",way,primary,,,,,,,,,,,,,,,,S311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w462626883,"462626883",way,primary,西官路,,,,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w462630730,"462630730",way,primary,中关村大街,Zhongguancun Main Street,中关村大街,yes,,,,Zhōngguāncūn dàjiē,"3",,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
w465566598,"465566598",way,primary,杨雁路,Yangyan highway,,,,,,,,,asphalt,,yes,,,S227,,,,,,,,,,,,,,,,,track,,,,,,,,,,,,,,
w465566599,"465566599",way,primary,杨雁路,Yangyan highway,,,,,,,,,asphalt,,,,,S227,,,,,,,,,,,,,,,,,track,,,,,,,,,,,,,,
w470946249,"470946249",way,primary,怀长路,,,,,,,,,,,,,,,S308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475926023,"475926023",way,primary,,,,yes,,,,,"2",,,,,,,X013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475926073,"475926073",way,primary,,,,yes,,,,,"2",,,,yes,"1",,X013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475926075,"475926075",way,primary,,,,yes,,,,,"2",,,,,,,X013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475926076,"475926076",way,primary,,,,yes,,,,,"2",,,,,,,X013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475926089,"475926089",way,primary,潞苑南大街,,,yes,,,,,"2",,,,,,,X013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475930051,"475930051",way,primary,东六环西侧路,,,yes,,,,,"3",,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475930055,"475930055",way,primary,东六环西侧路,,,yes,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475930056,"475930056",way,primary,东六环西侧路,,,yes,,,,,"3",,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475930058,"475930058",way,primary,东六环西侧路,,,yes,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475930064,"475930064",way,primary,辛疃路,,,yes,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w475930073,"475930073",way,primary,东六环西侧路,,,yes,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w478250794,"478250794",way,primary,通朝大街,Tongchao Street,通朝大街,yes,,,,tōngcháo dàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w478250811,"478250811",way,primary,通朝大街,Tongchao Street,通朝大街,yes,,,,tōngcháo dàjiē,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w478259064,"478259064",way,primary,,,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w478259066,"478259066",way,primary,,,,yes,,,,,"2",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w478259070,"478259070",way,primary,,,,yes,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w478260830,"478260830",way,primary,,,,yes,,,,,,,,,,,,S223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w478260832,"478260832",way,primary,,,,,,,,,,,,,,,,S223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w478260837,"478260837",way,primary,,,,yes,,,,,,,,,,,,S223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w479303416,"479303416",way,primary,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w479303417,"479303417",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w481932311,"481932311",way,primary,新南路,,,yes,,,,,"3",,,,,,,X043,京密路,,,,,,,,,,,,,,Jingmi Lu,,track,,,,,,,,,,,,,,
w482162960,"482162960",way,primary,新南路,,,yes,,,,,"2",,,,,,,X043,,,,,track,,,,,,,,,,Jingmi Lu,,,,,,,,,,,,,,,,
w482337062,"482337062",way,primary,黄亦路,Huangyi Lu,,,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w482337063,"482337063",way,primary,黄亦路,Huangyi Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w483199798,"483199798",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w483199799,"483199799",way,primary,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w483199800,"483199800",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w483207323,"483207323",way,primary,壁富路,,,yes,,,,,,,,,,,,S214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w483207324,"483207324",way,primary,壁富路,,,yes,,,,,,,,,,,,S214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w491745761,"491745761",way,primary,立通路,Litong Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w494834770,"494834770",way,primary,下安路,,,,,,,,"2",,,,,,,X010,,,yes,,,,,yes,,,,,,,,,,"13","20",,,no,,,,,,,,,yes
w494958383,"494958383",way,primary,怀长路,Huaichang Highway,,no,,,,,,,,,,,,S308,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w501533585,"501533585",way,primary,昌金路,,,,,,,,,,,,,,,S330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w501533586,"501533586",way,primary,通顺路,,,yes,,,,,,,,,,,,S201,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,
w501533587,"501533587",way,primary,通顺路,,,yes,,,,,,,,,,,,S201,,,,,track,,,,,,,,,,,,,,,,,,,,,,,,,,
w501533588,"501533588",way,primary,通顺路,,,yes,,,,,,,,,,,,S201,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,yes
w501533589,"501533589",way,primary,通顺路,,,yes,,,,,,,,,,,,S201,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,
w501533590,"501533590",way,primary,通顺路,,,yes,,,,,,,,,,,,S201,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
w501533591,"501533591",way,primary,通顺路,,,yes,,,,,,,,,,,,S201,,,yes,,track,,,yes,,,,,,,,,,,,,,,,,,,,,,,
w501533592,"501533592",way,primary,通顺路,,,yes,,,,,,,,,,,,S201,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,
w501533593,"501533593",way,primary,通顺路,,,yes,,,,,,,,,,,,S201,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
w501533594,"501533594",way,primary,通顺路,,,yes,,,,,,,,,,,,S201,,,,,track,,,,,,,,,,,,,,,,,,,,,,,,,,
w505280820,"505280820",way,primary,杨雁路,Yangyan highway,,,,,,,,,asphalt,,,,,S227,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w505280822,"505280822",way,primary,杨雁路,Yangyan highway,,,,,,,,,asphalt,,,,,S227,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w508136216,"508136216",way,primary,南中轴路,South Zhongzhou Road,,yes,,,,Nánzhōng zhóu lù,,,,,,,,S228,,,,,,,,,,,,,,,,zh:南中轴路,,,,,,,,,,,,,,,
w508340260,"508340260",way,primary,京开辅路,Jingkai Road,京开辅路,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w527502091,"527502091",way,primary,昌金路,,,yes,,,,,,,,,,,,S330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w527502092,"527502092",way,primary,昌金路,,,,,,,,,,,,,,,S330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w527502093,"527502093",way,primary,昌金路,,,yes,,,,,,,,,,,,S330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w531681971,"531681971",way,primary,滨河路,,,yes,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w531681973,"531681973",way,primary,顺密路,,,yes,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w536244614,"536244614",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w536244616,"536244616",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w536244617,"536244617",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w536244624,"536244624",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w536244629,"536244629",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w536927225,"536927225",way,primary,工人体育场北路,Gongrentiyuchang North Road,,yes,,,,Gōngréntǐyùchǎng Běi Lù,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w537184019,"537184019",way,primary,广渠路,Guangqu side road,,yes,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w537184023,"537184023",way,primary,广渠路辅路,Guangqu side road,,yes,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w537184024,"537184024",way,primary,广渠路辅路,Guangqu Side Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w539963703,"539963703",way,primary,入口,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w542842351,"542842351",way,primary,金顶南路,,,yes,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w546731355,"546731355",way,primary,山湖路,,,yes,,,,,,,,,,,,S328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w546731358,"546731358",way,primary,山湖路,,,yes,,,,,,,,,,,,S328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w553538821,"553538821",way,primary,,,,yes,,,,,"2",,,,,,,S204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w553538823,"553538823",way,primary,密三路,,,yes,,,,,"2",,,,yes,,,S204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w553538825,"553538825",way,primary,密三路,,,yes,,,,,"2",,,,,,,S204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w553538827,"553538827",way,primary,密三路,,,yes,,,,,"2",,,,,,,S204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w553538828,"553538828",way,primary,密三路,,,yes,,,,,"2",,,,,,,S204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w553538830,"553538830",way,primary,密三路,,,yes,,,,,"2",,,,,,,S204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w554178992,"554178992",way,primary,定泗路,,,,,,,,"4",,,,,,,S327,,,,,,,,,"60",,,,,,,,,,,,,,,,,,,,,,
w555205148,"555205148",way,primary,阎周路,,,yes,,,,,"2",,,,,,,S333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w555205150,"555205150",way,primary,阎周路,,,yes,,,,,"2",,,,yes,"1",,S333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w555449169,"555449169",way,primary,京良路,,,yes,,,,,"3",,,,,,,S315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w555449175,"555449175",way,primary,京良路,,,yes,,,,,"2",,,,yes,"1",,S315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w555449179,"555449179",way,primary,京良路,,,yes,,,,,"3",,,,yes,"1",,S315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w555449183,"555449183",way,primary,京良路,,,yes,,,,,,,,,,,,S315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w557686575,"557686575",way,primary,辛疃路,,,yes,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w557686576,"557686576",way,primary,东六环西侧路,,,yes,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w562759670,"562759670",way,primary,康张路,,,,,,,,,,,,,,,S217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w568523118,"568523118",way,primary,工人体育场北路,Gongrentiyuchang North Road,,yes,,,,Gōngréntǐyùchǎng Běi Lù,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w568523120,"568523120",way,primary,工人体育场北路,Gongrentiyuchang North Road,,yes,,,,Gōngréntǐyùchǎng Běi Lù,,,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w571143714,"571143714",way,primary,崇文门外大街,Outer Chongwenmen Str,崇文门外大街,yes,,,,Chóngwénmén wài dà jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w581209110,"581209110",way,primary,新南路,,,yes,,,,,"3",,,,,,,X043,京密路,,,,,,,,,,,,,,Jingmi Lu,,track,,,,,,,,,,,,,,
w581209111,"581209111",way,primary,新南路,,,yes,,,,,"3",,,,,,,X043,京密路,,,,,,,,,,,,,,Jingmi Lu,,track,,,,,,,,,,,,,,
